"ΠΕΡΙΦΕΡΕΙΑ","ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ","ΕΓΓΕΓΡΑΜΜΕΝΟΙ","ΨΗΦΙΣΑΝΤΕΣ","ΑΚΥΡΑ","ΛΕΥΚΑ","ΑΚΥΡΑ & ΛΕΥΚΑ","ΕΓΚΥΡΑ","ΣΥΡΙΖΑ","ΑΓΑΘΟΠΟΥΛΟΥ ΕΙΡΗΝΗ-ΕΛΕΝΗ του Δημητρίου","ΚΑΠΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη","ΠΕΡΠΕΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου","ΦΟΥΡΑΣ ΠΕΤΡΟΣ του Γεωργίου","ΨΑΡΡΑ ΣΟΦΙΑ του Θεοδώρου","Νέα Δημοκρατία","ΑΝΑΝΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Σολομώντος","ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου","ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου","ΞΟΠΛΙΔΟΥ ΑΜΑΛΙΑ του Δημητρίου","ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου","Λαϊκός Σύνδεσμος - Χρυσή Αυγή","ΗΛΙΑΔΟΥ ΧΡΙΣΤΙΝΑ (ΜΠΑΚΑ) του Γεωργίου","ΚΑΛΟΜΟΙΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου","ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ (ΤΟΝΗΣ) του Σάββα","ΠΑΠΑΔΟΠΟΥΛΟΥ ΧΡΥΣΗ του Μωϋσή ","ΧΑΤΖΗΣΑΒΒΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου","Κίνημα Αλλαγής","ΑΝΑΣΤΑΣΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου","ΜΠΑΝΤΡΑ ΚΑΛΙΡΟΗ του Κωνσταντίνου","ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου","ΣΤΕΦΑΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη","ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου","Κ.Κ.Ε.","ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη","ΣΙΔΗΡΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου","ΦΑΧΟΥΡΙΔΗΣ ΙΩΑΝΝΗΣ του Αριστοτέλη","ΧΑΤΖΗ ΕΙΡΗΝΗ του Αρέθα","Ένωση Κεντρώων","ΑΝΔΡΙΩΤΗ ΕΥΣΤΡΑΤΙΑ του Γαβριήλ","ΕΛΕΥΘΕΡΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου","ΝΙΚΟΛΑΟΥ ΧΡΗΣΤΟΣ του Χαράλαμπου","Ο.Κ.Δ.Ε.","ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΑΝΤ.ΑΡ.ΣΥ.Α.","ΜΑΛΓΑΡΙΝΟΥ ΒΑΣΙΛΙΚΗ του Νικολάου","Ελλήνων Συνέλευσις","ΒΑΡΥΤΙΜΙΔΗΣ ΘΕΟΦΙΛΟΣ του Σάββα","ΜΑΚΕΝΑΤΖΗ ΜΑΡΓΑΡΙΤΑ του Ιωσήφ","ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΣΑΦΑΡΙΔΟΥ ΖΩΓΙΑ του Γεωργίου","ΣΥΓΚΟΥ ΜΑΛΑΜΑΤΗ του Δημητρίου","Ελληνική Λύση - Κ. Βελόπουλος","ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου","ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ του Ιωάννη","ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου","Κ.Κ.Ε. (μ-λ)","ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ηλία","Μ-Λ Κ.Κ.Ε.","ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευαγγέλου","Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ","ΔΗΜΟΛΑΪΔΗΣ ΟΔΥΣΣΕΥΣ του Θεοδώρου","ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη","ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σταύρου","Λαϊκή Ενότητα","ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου","ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου","ΣΑΜΑΡΑ ΑΡΙΑΔΝΗ του Στεφάνου","ΜέΡΑ25","ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αλεξίου","ΚΑΣΚΑΡΙΔΟΥ ΜΑΡΙΑ του ΟΔΥΣΣΕΑ","ΚΩΤΣΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου","ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου","Δημιουργία ξανά - Θ. Τζήμερος","ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου","ΜΠΡΟΒΑΣ ΤΗΛΕΜΑΧΟΣ του Αθανασίου","ΠΑΠΑΡΙΖΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου","Πλεύση Ελευθερίας - Ζωή Κωνστ.","ΡΑΦΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου"
"10 - Κιλκίς","141 E.T. Δήμου Κιλκίς","0437","0195","0005","0001","0006","0189","0075","0046","0005","0009","0003","0002","0025","0004","0008","0007","0001","0001","0005","0001","0000","0000","0000","0003","0036","0001","0000","0005","0020","0009","0032","0000","0032","0000","0000","0000","0001","0000","0000","0001","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0008","0007","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0003","0000","0001","0001","0000","0001","0000","0000","0000","0001","0000"
"10 - Κιλκίς","142 E.T. Δήμου Κιλκίς","0496","0233","0004","0000","0004","0229","0071","0028","0007","0011","0006","0009","0045","0003","0006","0021","0004","0002","0003","0001","0000","0000","0000","0002","0051","0002","0000","0004","0043","0001","0036","0000","0035","0000","0000","0000","0004","0000","0000","0002","0000","0000","0000","0000","0003","0000","0000","0000","0003","0000","0002","0002","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0001","0000","0001","0000","0002","0000","0000","0000","0002","0001","0000","0000","0000","0008","0003"
"10 - Κιλκίς","143 E.T. Δήμου Κιλκίς","0489","0255","0008","0001","0009","0246","0064","0032","0006","0003","0012","0003","0089","0007","0039","0014","0005","0016","0012","0001","0000","0001","0000","0006","0036","0004","0001","0025","0002","0002","0020","0001","0000","0012","0003","0001","0003","0002","0000","0001","0000","0000","0001","0001","0004","0000","0000","0001","0002","0000","0005","0001","0000","0002","0000","0000","0000","0000","0000","0002","0002","0000","0000","0000","0000","0000","0000","0008","0002","0002","0000","0001","0001","0000","0000","0001","0001","0001"
"10 - Κιλκίς","144 E.T. Δήμου Κιλκίς","0505","0272","0001","0005","0006","0266","0076","0032","0002","0013","0011","0003","0053","0002","0031","0007","0001","0011","0014","0001","0000","0002","0000","0005","0062","0010","0002","0015","0004","0028","0029","0000","0002","0025","0002","0000","0005","0000","0001","0001","0000","0000","0002","0002","0001","0000","0000","0000","0001","0000","0012","0004","0000","0003","0000","0000","0000","0000","0000","0002","0000","0001","0001","0000","0000","0000","0000","0004","0000","0001","0001","0000","0000","0000","0000","0000","0006","0004"
"10 - Κιλκίς","145 E.T. Δήμου Κιλκίς","0514","0293","0001","0001","0002","0291","0063","0021","0004","0013","0010","0004","0122","0020","0068","0015","0004","0011","0011","0001","0000","0002","0000","0006","0038","0006","0000","0013","0004","0011","0014","0000","0000","0010","0001","0001","0001","0000","0000","0000","0000","0000","0001","0000","0002","0000","0000","0001","0001","0000","0017","0005","0002","0005","0001","0000","0000","0000","0000","0001","0001","0000","0000","0003","0000","0003","0000","0013","0002","0003","0002","0003","0001","0000","0001","0000","0004","0002"
"10 - Κιλκίς","146 E.T. Δήμου Κιλκίς","0498","0287","0004","0001","0005","0282","0069","0027","0000","0014","0008","0006","0094","0003","0045","0021","0006","0014","0016","0000","0000","0002","0000","0010","0048","0006","0000","0024","0002","0014","0023","0000","0002","0010","0003","0002","0005","0002","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0011","0003","0002","0005","0000","0000","0000","0000","0000","0001","0001","0000","0000","0002","0000","0002","0000","0007","0001","0001","0001","0001","0000","0000","0000","0000","0006","0000"
"10 - Κιλκίς","147 E.T. Δήμου Κιλκίς","0248","0140","0000","0000","0000","0140","0061","0024","0001","0007","0017","0004","0017","0002","0009","0002","0001","0002","0004","0002","0001","0000","0000","0001","0028","0002","0000","0017","0001","0008","0016","0006","0002","0006","0000","0000","0001","0000","0001","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0009","0001","0000","0008","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0002","0001","0000","0000","0001","0000","0000","0000","0000","0001","0000"
"10 - Κιλκίς","148 E.T. Δήμου Κιλκίς","0345","0186","0001","0001","0002","0184","0057","0023","0008","0007","0013","0000","0037","0004","0019","0009","0003","0000","0006","0000","0000","0000","0000","0004","0049","0003","0000","0024","0000","0015","0021","0005","0002","0009","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0006","0001","0000","0005","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0003","0001","0001","0001","0000","0001","0000","0000","0001","0004","0002"
"10 - Κιλκίς","149 E.T. Δήμου Κιλκίς","0383","0215","0000","0001","0001","0214","0055","0025","0003","0007","0003","0009","0075","0003","0041","0010","0013","0006","0002","0001","0001","0000","0000","0000","0013","0005","0000","0001","0001","0005","0042","0005","0002","0020","0006","0000","0000","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0010","0004","0000","0003","0000","0001","0000","0000","0000","0005","0000","0002","0000","0000","0000","0000","0000","0004","0001","0000","0001","0001","0005","0003","0000","0000","0001","0001"
"10 - Κιλκίς","150 E.T. Δήμου Κιλκίς","0479","0275","0003","0000","0003","0272","0037","0018","0003","0007","0000","0000","0160","0006","0102","0030","0003","0012","0012","0004","0000","0001","0000","0004","0019","0006","0000","0009","0000","0004","0030","0001","0001","0017","0007","0000","0001","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0008","0001","0002","0000","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0003","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000"
"10 - Κιλκίς","151 E.T. Δήμου Κιλκίς","0500","0268","0004","0001","0005","0263","0037","0014","0000","0006","0002","0004","0165","0015","0058","0034","0025","0025","0011","0001","0000","0001","0003","0005","0013","0001","0000","0004","0000","0005","0005","0000","0000","0003","0001","0001","0000","0000","0000","0000","0000","0000","0001","0001","0002","0000","0000","0002","0000","0000","0017","0007","0001","0005","0000","0001","0001","0000","0000","0000","0000","0000","0000","0001","0000","0001","0000","0006","0001","0001","0000","0003","0001","0000","0000","0000","0003","0003"
"10 - Κιλκίς","152 E.T. Δήμου Κιλκίς","0499","0249","0001","0001","0002","0247","0041","0017","0003","0006","0005","0003","0148","0012","0058","0030","0022","0020","0008","0002","0001","0000","0000","0004","0025","0001","0000","0006","0001","0017","0004","0000","0001","0001","0001","0000","0000","0000","0000","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0010","0004","0002","0002","0000","0001","0001","0000","0000","0000","0000","0000","0000","0001","0000","0000","0001","0003","0000","0000","0000","0000","0001","0000","0000","0000","0004","0001"
"10 - Κιλκίς","153 E.T. Δήμου Κιλκίς","0447","0148","0000","0000","0000","0148","0038","0025","0001","0003","0002","0001","0063","0000","0006","0016","0000","0038","0002","0000","0000","0000","0000","0001","0003","0000","0000","0002","0000","0001","0034","0002","0002","0027","0000","0001","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0002","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0001","0001","0000","0000","0000","0000","0003","0002"
"10 - Κιλκίς","154 E.T. Δήμου Κιλκίς","0360","0119","0001","0001","0002","0117","0021","0016","0000","0000","0000","0001","0055","0002","0002","0012","0001","0035","0003","0000","0000","0000","0000","0002","0008","0002","0000","0002","0000","0003","0019","0003","0001","0013","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0005","0001","0000","0000","0001","0002","0002","0000","0000","0003","0001"
"10 - Κιλκίς","155 E.T. Δήμου Παιονίας","0557","0281","0004","0000","0004","0277","0077","0015","0000","0024","0004","0027","0117","0012","0043","0035","0004","0008","0013","0003","0000","0009","0000","0001","0026","0004","0000","0004","0001","0014","0009","0002","0001","0001","0002","0003","0004","0001","0001","0000","0000","0000","0000","0000","0004","0000","0004","0000","0000","0000","0010","0002","0000","0004","0001","0001","0000","0001","0001","0002","0000","0000","0000","0000","0000","0000","0000","0006","0001","0001","0000","0001","0004","0002","0000","0000","0003","0001"
"10 - Κιλκίς","156 E.T. Δήμου Παιονίας","0564","0320","0005","0001","0006","0314","0086","0010","0006","0031","0003","0022","0130","0008","0040","0069","0001","0007","0014","0002","0000","0005","0002","0005","0021","0002","0000","0010","0000","0006","0010","0001","0001","0000","0002","0000","0005","0000","0000","0000","0000","0000","0001","0000","0004","0000","0000","0000","0000","0000","0022","0003","0003","0005","0003","0000","0000","0001","0000","0004","0000","0000","0000","0001","0000","0000","0000","0005","0001","0002","0000","0000","0003","0000","0000","0000","0007","0000"
"10 - Κιλκίς","157 E.T. Δήμου Παιονίας","0556","0254","0000","0004","0004","0250","0067","0011","0002","0020","0001","0029","0095","0005","0035","0039","0002","0005","0009","0001","0000","0005","0001","0001","0027","0003","0000","0010","0001","0010","0015","0002","0000","0000","0001","0005","0007","0001","0000","0002","0000","0000","0000","0000","0002","0000","0002","0000","0000","0000","0010","0004","0000","0004","0001","0000","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0011","0001","0004","0002","0001","0001","0001","0000","0000","0005","0002"
"10 - Κιλκίς","158 E.T. Δήμου Παιονίας","0548","0279","0002","0002","0004","0275","0081","0009","0001","0027","0005","0022","0082","0006","0025","0030","0002","0008","0015","0003","0002","0004","0000","0003","0042","0009","0000","0013","0000","0018","0011","0008","0000","0000","0000","0002","0004","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0014","0005","0002","0004","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0010","0001","0004","0001","0000","0006","0000","0000","0000","0008","0000"
"10 - Κιλκίς","159 E.T. Δήμου Παιονίας","0560","0284","0007","0001","0008","0276","0087","0022","0005","0025","0003","0020","0086","0006","0033","0033","0002","0006","0023","0002","0001","0010","0001","0005","0033","0002","0001","0018","0001","0008","0008","0003","0002","0000","0000","0001","0005","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0015","0005","0002","0002","0003","0000","0000","0001","0000","0001","0000","0000","0000","0002","0000","0000","0000","0010","0002","0001","0001","0000","0002","0000","0000","0000","0002","0000"
"10 - Κιλκίς","160 E.T. Δήμου Παιονίας","0562","0277","0002","0000","0002","0275","0065","0011","0004","0029","0002","0012","0120","0002","0051","0045","0003","0009","0025","0001","0004","0014","0001","0002","0025","0001","0000","0020","0000","0004","0010","0002","0001","0002","0001","0003","0005","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0010","0004","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0006","0000","0001","0000","0002","0002","0000","0000","0000","0006","0000"
"10 - Κιλκίς","161 E.T. Δήμου Παιονίας","0420","0255","0001","0001","0002","0253","0052","0013","0002","0008","0005","0019","0095","0004","0035","0048","0003","0002","0015","0000","0000","0012","0000","0002","0046","0003","0000","0030","0000","0011","0004","0001","0001","0000","0000","0002","0005","0000","0000","0000","0000","0000","0001","0000","0002","0000","0000","0000","0000","0000","0015","0005","0003","0002","0001","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0011","0001","0004","0000","0000","0001","0000","0000","0000","0005","0000"
"10 - Κιλκίς","162 E.T. Δήμου Παιονίας","0382","0208","0001","0001","0002","0206","0052","0014","0000","0012","0002","0017","0093","0004","0024","0046","0001","0011","0005","0000","0000","0004","0000","0001","0027","0002","0000","0016","0000","0009","0004","0001","0000","0000","0000","0001","0002","0000","0000","0000","0000","0000","0000","0000","0004","0000","0000","0000","0000","0000","0008","0002","0001","0005","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0007","0001","0001","0001","0000","0001","0000","0000","0000","0003","0000"
"10 - Κιλκίς","163 E.T. Δήμου Παιονίας","0355","0217","0001","0000","0001","0216","0040","0007","0001","0007","0004","0011","0089","0006","0034","0041","0000","0005","0008","0000","0000","0005","0000","0002","0038","0003","0000","0021","0000","0013","0005","0002","0000","0000","0000","0003","0001","0000","0000","0000","0000","0000","0002","0000","0014","0000","0000","0000","0000","0000","0006","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0005","0002","0002","0000","0000","0002","0000","0000","0000","0004","0000"
"10 - Κιλκίς","164 E.T. Δήμου Παιονίας","0358","0181","0001","0000","0001","0180","0052","0009","0003","0008","0005","0016","0068","0009","0023","0021","0004","0003","0005","0001","0001","0001","0000","0001","0015","0003","0000","0004","0004","0002","0008","0002","0003","0000","0000","0000","0003","0000","0000","0000","0000","0000","0001","0000","0002","0000","0000","0000","0000","0000","0011","0003","0002","0000","0002","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0000","0000","0005","0002","0001","0000","0001","0001","0000","0000","0000","0007","0000"
"10 - Κιλκίς","165 E.T. Δήμου Παιονίας","0212","0122","0004","0000","0004","0118","0013","0004","0001","0001","0000","0002","0075","0005","0052","0015","0000","0001","0006","0000","0002","0003","0000","0000","0011","0000","0000","0000","0000","0001","0002","0001","0000","0000","0000","0001","0001","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0006","0002","0000","0002","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0000","0000","0000","0002","0000"
"10 - Κιλκίς","166 E.T. Δήμου Παιονίας","0370","0178","0001","0002","0003","0175","0045","0011","0000","0002","0004","0018","0075","0010","0011","0039","0000","0006","0013","0001","0002","0008","0000","0001","0024","0000","0000","0013","0000","0008","0007","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0004","0001","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0004","0001","0000","0000","0000","0001","0000","0000","0000","0002","0000"
"10 - Κιλκίς","167 E.T. Δήμου Παιονίας","0378","0191","0008","0002","0010","0181","0048","0018","0002","0006","0000","0008","0073","0008","0015","0028","0004","0008","0006","0000","0000","0005","0000","0001","0027","0001","0001","0009","0001","0014","0010","0001","0000","0000","0000","0003","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0010","0003","0000","0006","0001","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0002","0000","0000","0000","0000","0001","0000","0000","0000","0002","0002"
"10 - Κιλκίς","168 E.T. Δήμου Παιονίας","0372","0236","0002","0001","0003","0233","0064","0020","0003","0009","0004","0009","0091","0006","0033","0027","0001","0013","0014","0000","0000","0010","0000","0003","0028","0001","0000","0006","0001","0017","0008","0002","0000","0000","0001","0003","0003","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0014","0002","0001","0006","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0002","0000","0001","0000","0000","0005","0000","0000","0000","0002","0000"
"10 - Κιλκίς","169 E.T. Δήμου Παιονίας","0419","0258","0001","0001","0002","0256","0047","0011","0001","0005","0004","0008","0141","0011","0037","0061","0003","0013","0007","0000","0000","0002","0000","0002","0016","0003","0000","0004","0000","0008","0005","0000","0000","0000","0000","0002","0003","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0017","0002","0001","0002","0001","0000","0000","0000","0000","0003","0000","0000","0001","0002","0001","0000","0001","0011","0000","0000","0000","0008","0003","0000","0000","0000","0001","0001"
"10 - Κιλκίς","170 E.T. Δήμου Παιονίας","0327","0144","0004","0000","0004","0140","0031","0011","0001","0004","0001","0006","0056","0008","0016","0024","0000","0003","0006","0002","0002","0001","0000","0000","0021","0002","0000","0005","0000","0009","0006","0000","0001","0000","0000","0002","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0003","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0011","0001","0010","0000","0000","0002","0000","0000","0000","0003","0000"
"10 - Κιλκίς","171 E.T. Δήμου Παιονίας","0465","0222","0003","0001","0004","0218","0040","0001","0000","0002","0019","0010","0082","0003","0030","0029","0001","0013","0015","0004","0001","0002","0000","0002","0043","0001","0000","0004","0001","0034","0001","0000","0000","0000","0000","0001","0006","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0011","0003","0000","0002","0001","0001","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0015","0001","0001","0001","0003","0001","0000","0000","0000","0001","0000"
"10 - Κιλκίς","172 E.T. Δήμου Παιονίας","0203","0060","0002","0000","0002","0058","0021","0000","0002","0001","0004","0004","0025","0000","0003","0018","0000","0000","0004","0000","0000","0004","0000","0000","0002","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0005","0002","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000"
"10 - Κιλκίς","173 E.T. Δήμου Παιονίας","0300","0168","0002","0000","0002","0166","0035","0010","0002","0006","0005","0001","0068","0007","0019","0027","0002","0004","0020","0001","0002","0012","0000","0004","0015","0003","0001","0005","0000","0005","0003","0000","0001","0000","0001","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0006","0001","0002","0002","0000","0000","0000","0000","0000","0001","0000","0000","0000","0002","0000","0000","0000","0008","0000","0003","0001","0001","0002","0000","0000","0000","0004","0000"
"10 - Κιλκίς","174 E.T. Δήμου Παιονίας","0546","0281","0005","0002","0007","0274","0081","0027","0006","0011","0001","0028","0106","0016","0044","0029","0005","0002","0005","0000","0000","0002","0000","0002","0033","0000","0003","0015","0002","0012","0009","0003","0000","0000","0000","0003","0007","0000","0000","0000","0000","0000","0002","0000","0001","0000","0000","0000","0000","0000","0016","0002","0003","0003","0001","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0004","0000","0000","0000","0000","0000","0000","0000","0000","0009","0000"
"10 - Κιλκίς","175 E.T. Δήμου Παιονίας","0544","0302","0011","0001","0012","0290","0105","0039","0005","0013","0008","0016","0081","0009","0025","0034","0004","0005","0011","0001","0000","0004","0001","0002","0043","0007","0002","0018","0001","0012","0009","0002","0004","0000","0002","0001","0003","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0022","0008","0005","0005","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0006","0001","0001","0001","0001","0005","0000","0000","0000","0004","0000"
"10 - Κιλκίς","176 E.T. Δήμου Παιονίας","0541","0300","0003","0001","0004","0296","0098","0041","0001","0010","0000","0023","0101","0003","0036","0046","0001","0005","0009","0000","0000","0005","0000","0003","0036","0000","0001","0015","0001","0013","0006","0000","0001","0000","0000","0004","0004","0000","0000","0000","0001","0000","0003","0000","0001","0000","0000","0000","0000","0000","0014","0003","0002","0003","0001","0000","0000","0001","0000","0000","0000","0000","0000","0006","0000","0000","0000","0009","0001","0000","0001","0000","0003","0000","0000","0000","0004","0000"
"10 - Κιλκίς","177 E.T. Δήμου Παιονίας","0524","0291","0009","0002","0011","0280","0084","0028","0002","0011","0007","0029","0105","0010","0041","0036","0005","0002","0006","0001","0000","0002","0000","0001","0033","0001","0000","0016","0000","0016","0014","0002","0000","0000","0000","0007","0004","0000","0000","0000","0000","0000","0002","0000","0001","0000","0000","0000","0000","0000","0012","0005","0002","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0010","0002","0002","0000","0003","0003","0000","0000","0000","0006","0000"
"10 - Κιλκίς","178 E.T. Δήμου Παιονίας","0527","0260","0002","0001","0003","0257","0073","0017","0004","0020","0001","0018","0086","0008","0030","0034","0005","0004","0012","0002","0002","0004","0001","0002","0030","0004","0000","0010","0000","0012","0016","0005","0001","0000","0001","0005","0007","0000","0000","0000","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0010","0002","0001","0002","0001","0002","0000","0000","0000","0002","0000","0000","0000","0001","0000","0000","0000","0008","0001","0002","0001","0001","0000","0000","0000","0000","0008","0000"
"10 - Κιλκίς","179 E.T. Δήμου Παιονίας","0526","0285","0008","0005","0013","0272","0047","0012","0000","0007","0001","0016","0136","0012","0042","0059","0003","0008","0011","0002","0001","0004","0001","0003","0027","0006","0000","0006","0001","0012","0015","0004","0000","0000","0000","0003","0003","0001","0001","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0013","0001","0001","0007","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0012","0005","0001","0003","0001","0003","0002","0000","0000","0003","0001"
"10 - Κιλκίς","180 E.T. Δήμου Παιονίας","0547","0289","0004","0003","0007","0282","0072","0025","0002","0013","0000","0020","0106","0017","0042","0039","0003","0001","0013","0001","0000","0009","0000","0001","0042","0005","0000","0021","0000","0015","0011","0001","0001","0000","0003","0002","0006","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0012","0001","0000","0006","0000","0000","0000","0002","0001","0001","0001","0000","0000","0000","0000","0000","0000","0011","0001","0006","0000","0000","0001","0001","0000","0000","0005","0002"
